id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
42898005,【仅限男性】SAMURAI STAY 住吉/住吉站6分钟步行/免费Wi-Fi,247326938,Pqd,,Koto Ku,35.68395,139.816,Shared room,5027,1,0,,,30,246
42898103,Shinjuku 2min Shinkubo 3min/FREE wifi / 50㎡,115473355,Masao,,Shinjuku Ku,35.70084,139.69885,Entire home/apt,12442,2,2,2020-04-14,2,4,120
42898186,★Free Wi-Fi★7min walking to Ginza!  8-3h,261951920,彦中,,Chuo Ku,35.67208,139.77488,Entire home/apt,99967,1,0,,,71,365
42898300,★Free Wi-Fi★7min walking to Ginza!  9-3h,261951920,彦中,,Chuo Ku,35.6731,139.77471,Entire home/apt,99967,1,0,,,71,365
42898411,藤ｺｰﾎﾟ3号室/羽根木公園の近く/電車で新宿12分渋谷10分/世田谷代田駅徒歩5分,210043002,Rin,,Setagaya Ku,35.65943,139.65666,Entire home/apt,6952,2,0,,,6,90
42898611,★Free Wi-Fi★7min walking to Ginza!  10-3h,261951920,彦中,,Chuo Ku,35.67112,139.77584,Entire home/apt,100005,1,0,,,71,365
42898965,ASS401 / WiFi / Apt pickup / Free Stroller & Cot,129096261,Chisaki,,Sumida Ku,35.70817,139.803,Entire home/apt,12013,2,2,2020-04-15,2,10,343
42904692,ASS402 / WiFi / Apt pickup / Free stroller & crib,129096261,Chisaki,,Sumida Ku,35.70772,139.80405,Entire home/apt,12013,2,0,,,10,337
42904805,ASS403 / WiFi / Apt pickup  / Free Stroller & Cot,129096261,Chisaki,,Sumida Ku,35.70744,139.80338,Entire home/apt,9975,2,2,2020-04-08,2,10,322
42906229,NEW OPEN!最大5人まで宿泊可!東池袋駅まで徒歩5分!FreeWi-Fi!Elevator有!,190401625,Julie,,Toshima Ku,35.72248,139.72203,Entire home/apt,9947,1,0,,,10,124
42906344,"Q4: 36㎡ 2 BR 10mins.  Nishi-Shinjuku, Casual Apt.",283813084,Kenichi,,Shinjuku Ku,35.69916,139.68982,Entire home/apt,18985,1,0,,,10,144
42907845,【MONTHLY】4LDK 72㎡! APPT NEAR IKEBUKURO! 12PPL! ^^,269966399,Plays,,Itabashi Ku,35.74223,139.70257,Entire home/apt,9975,30,0,,,11,356
42908349,A1: 6mins. Shinjuku  Great Access & Good amenities,283813084,Kenichi,,Shinjuku Ku,35.70438,139.69349,Entire home/apt,12979,1,0,,,10,38
42908777,Yumi home @ yoe d (ppl6/5 min from 東新宿駅),340740878,Yumi,,Shinjuku Ku,35.7016,139.70685,Entire home/apt,31964,1,1,2020-04-10,1,11,156
42909066,Near Nishi-shinjuku-gochome station/ B0Y C,340740878,Yumi,,Shinjuku Ku,35.70058,139.70665,Entire home/apt,15553,1,1,2020-03-21,0.77,11,180
42909179,★Free Wi-Fi★ Close to GINZA 3-1h,261951920,彦中,,Chuo Ku,35.67152,139.7754,Entire home/apt,100005,1,3,2020-04-11,2.73,71,365
42910519,7 Min Sta. Cozy&Warm House  in Tokyo Shinjuku R101,276748025,Joan,,Shinjuku Ku,35.70494,139.70239,Entire home/apt,9947,14,0,,,8,0
42910815,7 Min Sta. Cozy&Warm House  in Tokyo Shinjuku R102,276748025,Joan,,Shinjuku Ku,35.70341,139.70385,Entire home/apt,9975,1,0,,,8,0
42910821,7 Min Sta. Cozy&Warm House  in Tokyo Shinjuku R103,276748025,Joan,,Shinjuku Ku,35.70471,139.70269,Entire home/apt,9546,7,0,,,8,77
42910823,7 Min Sta. Cozy&Warm House  in Tokyo Shinjuku R201,276748025,Joan,,Shinjuku Ku,35.70555,139.70423,Entire home/apt,10512,1,0,,,8,0
42910827,7 Min Sta. Cozy&Warm House  in Tokyo Shinjuku R202,276748025,Joan,,Shinjuku Ku,35.7054,139.70278,Entire home/apt,8474,14,0,,,8,0
42910828,7 Min Sta. Cozy&Warm House  in Tokyo Shinjuku R203,276748025,Joan,,Shinjuku Ku,35.70341,139.70297,Entire home/apt,9546,14,0,,,8,168
42910831,7 Min Sta. Cozy&Warm House  in Tokyo Shinjuku R301,276748025,Joan,,Shinjuku Ku,35.70379,139.70276,Entire home/apt,10512,1,0,,,8,0
42910833,7 Min Sta. Cozy&Warm House  in Tokyo Shinjuku R302,276748025,Joan,,Shinjuku Ku,35.70349,139.7025,Entire home/apt,10512,1,0,,,8,0
42911975,Fully sanitized stylish single room in Tokyo,311144609,Jim,,Chofu Shi,35.6638,139.56704,Private room,3530,7,0,,,3,124
42912286,Ana's apartment 2min walk to Higashi Shinjuku F04,341382455,Ana,,Shinjuku Ku,35.70062,139.70773,Entire home/apt,15553,1,0,,,10,156
42912390,Ana's apartment 2min walk to Higashi Shinjuku S01B,341382455,Ana,,Shinjuku Ku,35.70005,139.70624,Entire home/apt,15982,1,1,2020-03-31,1,10,153
42915838,2 mins by train to Shinjuku Sta.!Very  clean room!,323140597,Yoichi,,Shinjuku Ku,35.69975,139.69014,Entire home/apt,9975,1,0,,,11,89
42916193,2 mins by train to Shinjuku Sta.!Very  clean room!,323140597,Yoichi,,Shinjuku Ku,35.70088,139.68916,Entire home/apt,9975,1,2,2020-03-30,1.58,11,95
42916902,nestay apartment tokyo asakusa,330316857,海鋒,,Taito Ku,35.72116,139.7899,Entire home/apt,30033,1,0,,,7,153
42917342,Shinjuku Whole House For Group! Max 16ppl / WiFi,341754858,Mila,,Shinjuku Ku,35.70255,139.69963,Entire home/apt,69934,2,0,,,1,180
42918250,Akibahara201OPEN SALE/SkyTree/Asakusa/Ueno/AIRPORT,181447000,四叶草,,Taito Ku,35.70079,139.78136,Private room,3540,1,0,,,8,118
42918735,[S4A] Brand new 1BR Shinjuku,341762976,Fuku,,Shinjuku Ku,35.70068,139.70566,Entire home/apt,19951,2,0,,,1,365
42918769,OHANA - 2020.03.20 New Open!! 池袋･大山,341763186,Ohana,,Itabashi Ku,35.7492,139.7038,Entire home/apt,5027,1,0,,,1,123
42920934,★Free Wi-Fi★7min walking to Ginza!  2-3h,261951920,彦中,,Chuo Ku,35.67277,139.77434,Entire home/apt,100005,1,1,2020-04-18,1,71,365
42921029,★Free Wi-Fi★7min walking to Ginza!  3-3h,261951920,彦中,,Chuo Ku,35.67318,139.77445,Entire home/apt,100005,1,0,,,71,365
42921131,★Free Wi-Fi★7min walking to Ginza!  4-3h,261951920,彦中,,Chuo Ku,35.67302,139.77608,Entire home/apt,100005,1,1,2020-04-07,1,71,365
42921280,★Free Wi-Fi★7min walking to Ginza!  5-3h,261951920,彦中,,Chuo Ku,35.67307,139.77452,Entire home/apt,99967,1,0,,,71,0
42921772,Zuzu & Gizmo Welcome family with pets.,341775888,Zuzu&Gizmo,,Suginami Ku,35.69765,139.65196,Entire home/apt,17969,1,0,,,1,105
42922362,YOOY .2min walk to Higashi Shinjuku sta. FreeWifi,340740878,Yumi,,Shinjuku Ku,35.70004,139.70535,Entire home/apt,27995,1,0,,,11,180
42922489,2 min to higashi shinjuku station (JOS),340740878,Yumi,,Shinjuku Ku,35.69983,139.70756,Entire home/apt,21989,1,2,2020-04-07,1.87,11,156
42922966,Ana's apartment 2min walk to Higashi Shinjuku F05,341382455,Ana,,Shinjuku Ku,35.69999,139.70756,Entire home/apt,16947,1,1,2020-04-01,1,10,154
42923159,Ana's apartment 2min walk to Higashi Shinjuku L02b,341382455,Ana,,Shinjuku Ku,35.70148,139.707,Entire home/apt,18020,1,0,,,10,153
42929277,"Newly built, VACATION INN KAMATA Ⅰ, maisonette A",288722179,Vacation Inn,,Ota Ku,35.56023,139.72234,Entire home/apt,29948,1,0,,,8,247
42929841,6 min walk to Ebisu & Shibuya Sta.! Up to 2 people,333942571,Yuri,,Shibuya Ku,35.65109,139.70675,Entire home/apt,99967,2,0,,,5,362
42929915,JR YAMANOTE Line Ueno/Shinjuku Directly! MAX 4ppl,230616333,Ostay-Ryu,,Arakawa Ku,35.73566,139.76709,Entire home/apt,100005,15,0,,,6,337
42929995,6 min walk to Ebisu & Shibuya Sta.! Up to 3 people,333942571,Yuri,,Shibuya Ku,35.65223,139.70741,Entire home/apt,99967,2,0,,,5,355
42930057,6 min walk to Ebisu & Shibuya Sta.! Up to 4 people,333942571,Yuri,,Shibuya Ku,35.65095,139.7059,Entire home/apt,99967,2,0,,,5,355
42931417,A3: 302 6mins. Great access Spacious Room,283813084,Kenichi,,Arakawa Ku,35.72794,139.78233,Entire home/apt,14974,1,0,,,10,163
42932178,Shibuya 4min | Max7 | Direct Narita |WIFI| SQ1103,57601405,Lui,,Shibuya Ku,35.6563,139.69598,Entire home/apt,22954,1,0,,,7,116
42932384,302 2br tokyo★metro nearby★ueno & asakusa,160236490,Mari,,Taito Ku,35.70929,139.78476,Entire home/apt,12979,4,0,,,9,175
42933288,Tefu Yoyogi Uehara 401･Terrace Room,283060259,UDS Ltd,,Shibuya Ku,35.671,139.68308,Entire home/apt,100005,1,0,,,1,41
42934296,★Free Wi-Fi★7min walking to Ginza!  6-3h,261951920,彦中,,Chuo Ku,35.67287,139.77554,Entire home/apt,99967,1,0,,,71,0
42934593,★Free Wi-Fi★7min walking to Ginza!  7-3h,261951920,彦中,,Chuo Ku,35.67272,139.77624,Entire home/apt,99967,1,0,,,71,0
42934698,★Free Wi-Fi★7min walking to Ginza!  8-3h,261951920,彦中,,Chuo Ku,35.67143,139.77468,Entire home/apt,99967,1,0,,,71,0
42934768,★Free Wi-Fi★7min walking to Ginza!  9-3h,261951920,彦中,,Chuo Ku,35.67195,139.77556,Entire home/apt,100005,1,0,,,71,0
42936506,新房独立房源!地铁步行6分钟!露台能远眺晴空塔!直达成田/羽田机场/上野/浅草 /日暮里20分钟到达,234477095,Vivian,,Katsushika Ku,35.74502,139.83457,Entire home/apt,23958,1,0,,,12,90
42937830,SHINJUKU BOL .2min walk to Okubo sta. FreeWifi,340740878,Yumi,,Shinjuku Ku,35.70264,139.69593,Entire home/apt,16840,1,0,,,11,180
42938502,Ana's apartment 2min walk to Higashi Shinjuku Q03,341382455,Ana,,Shinjuku Ku,35.70014,139.70641,Entire home/apt,16840,1,2,2020-03-31,1.87,10,156
42938832,Ana's apartment 2min walk to Higashi Shinjuku S03,341382455,Ana,,Shinjuku Ku,35.69974,139.7065,Entire home/apt,18020,1,1,2020-03-27,0.91,10,156
42943423,NewOPEN‼ShinOkubo / Shinjuku / Wi-Fi / Max4ppl/201,338690400,新井,,Shinjuku Ku,35.70395,139.70742,Entire home/apt,9975,1,0,,,3,13
42943705,"Nice designed,cozy apartment Shinjuku Area",305034163,Oliver,,Shinjuku Ku,35.70184,139.70521,Entire home/apt,9975,1,1,2020-04-16,1,19,244
42944874,[Male Only] SAMURAI STAY☆2018 opened/Free Wifi,247326938,Pqd,,Koto Ku,35.68307,139.81666,Shared room,5027,1,0,,,30,246
42945364,【語舎 U-Share】7 mins from JR Oji station,292109837,Amber,,Kita Ku,35.75174,139.73362,Entire home/apt,19951,1,0,,,12,91
42948505,【#302】2 mins walk from Meguro St. Free WiFi☆,231246601,Commu,,Shinagawa Ku,35.63513,139.7161,Entire home/apt,14011,1,0,,,4,147
42949250,【#501】2 mins walk from Meguro St. Free WiFi☆,231246601,Commu,,Shinagawa Ku,35.63395,139.71558,Entire home/apt,14011,1,0,,,4,147
42950988,Yumi home &SIOS,340740878,Yumi,,Shinjuku Ku,35.70339,139.6959,Entire home/apt,18020,1,0,,,11,156
42951132,Yumi home & EoS G,340740878,Yumi,,Shinjuku Ku,35.70245,139.69572,Entire home/apt,18020,1,0,,,11,180
42951315,Ana's apartment 2min walk to Higashi Shinjuku Q05,341382455,Ana,,Shinjuku Ku,35.70048,139.70684,Entire home/apt,18020,1,1,2020-03-30,1,10,156
42951417,Ana's apartment 2min walk to Higashi Shinjuku B04,341382455,Ana,,Shinjuku Ku,35.702,139.70636,Entire home/apt,18020,1,0,,,10,156
42956824,完全貸切1戸建て(最大9名)☆使い方自由☆設備充実☆観光にも便利☆皆のﾜｸﾜｸが集まる家☆,12720526,Kazuhiro,,Sumida Ku,35.70272,139.79551,Entire home/apt,19951,1,0,,,12,232
42957672,#Newly remodeled/bright house/close to Ikebukuro,51963804,Amigo Tokyo,,Toshima Ku,35.71623,139.71738,Private room,10696,2,0,,,10,0
42957804,NEW OPEN!Katsushika area/ For a long stay room!,268464022,Jun,,Katsushika Ku,35.7304,139.83889,Entire home/apt,14974,1,0,,,3,0
42958559,★Free WiFi★ 2-bed for 3 people#804,261951920,彦中,,Chuo Ku,35.6734,139.77403,Entire home/apt,99967,1,0,,,71,0
42958805,"#So Sensible! Here, Just as you had imagined/#305",51963804,Amigo Tokyo,,Toshima Ku,35.71686,139.71749,Entire home/apt,10696,2,0,,,10,73
42958815,★Free WiFi★ 2-bed for 3 people#904,261951920,彦中,,Chuo Ku,35.67323,139.77542,Entire home/apt,99967,1,1,2020-03-27,0.91,71,0
42959339,★Free WiFi★ 2-bed for 3 people#804,261951920,彦中,,Chuo Ku,35.67255,139.77421,Entire home/apt,100005,1,1,2020-04-12,1,71,365
42961824,Shinjuku Lemon,311514380,Lemon,,Shinjuku Ku,35.69725,139.70411,Entire home/apt,7830,2,0,,,2,2
42966952,"B池袋两室,最多5人,纯日本居住地环境优雅安静,交通便利,直达池袋新宿涉谷",212333651,ViVi,,Toshima Ku,35.74226,139.71094,Entire home/apt,19951,6,0,,,29,2
42967111,"Y-BA新宿商圈,车站3分钟,便利店超市饮食店,提供WIFI,直达池袋银座原宿涉谷秋叶原",212333651,ViVi,,Shinjuku Ku,35.7019,139.69757,Entire home/apt,34967,21,0,,,29,270
42967237,3mins Sta in Shinjuku Area Free wifi 4ppl,212333651,ViVi,,Shinjuku Ku,35.70045,139.69767,Entire home/apt,40008,12,0,,,29,76
42967330,-ｺﾝﾊﾞｰﾃﾙ東馬込-馬込駅徒歩3分‼3階建て一軒家貸し切り/最大8名収容,42244167,Hiro,,Ota Ku,35.5948,139.71529,Entire home/apt,20001,2,0,,,46,53
42967725,3mins Sta in Shinjuku Area Free wifi 4ppl,212333651,ViVi,,Shinjuku Ku,35.70012,139.69731,Entire home/apt,40008,12,0,,,29,90
42968571,"M13 Near Tokyo Stn, Morishita 1min",227941688,Sita,,Koto Ku,35.68869,139.79987,Entire home/apt,11979,1,0,,,16,248
42968868,2BR /2 Shower rooms/Max 7pp / Shinjuk (Website hidden by Airbnb) Y1,22880791,Suzu,,Shinjuku Ku,35.6859,139.72201,Entire home/apt,19951,2,0,,,3,64
42969344,YURURI/ Whole house rent 2LDK/ Airport transfer,338722314,Yadoya Yokohama,,Taito Ku,35.72809,139.8053,Entire home/apt,20001,1,0,,,3,83
42969427,【OVERSEASRETURNEES WELCOME LONG RESERVATION OK!】,341055885,Plays,,Shibuya Ku,35.65875,139.69518,Entire home/apt,19951,1,1,2020-04-27,1,1,0
42970023,★Free Wi-Fi★7min walking to Ginza!  6-3h,261951920,彦中,,Chuo Ku,35.67277,139.77472,Entire home/apt,100005,1,0,,,71,365
42970146,★Free Wi-Fi★7min walking to Ginza!  9-3h,261951920,彦中,,Chuo Ku,35.67165,139.7756,Entire home/apt,100005,1,1,2020-03-29,0.94,71,365
42970494,PPL3 .9min walk to Okubo sta. FreeWifi SOYf,340740878,Yumi,,Shinjuku Ku,35.70328,139.69783,Entire home/apt,18020,1,0,,,11,180
42970764,Ana's apartment 2min walk to Higashi Shinjuku B03,341382455,Ana,,Shinjuku Ku,35.69988,139.70657,Entire home/apt,18020,1,1,2020-03-30,1,10,156
42971353,Monthly Service Apartment Shinjuku 質のよい眠りとﾏｯｻｰｼﾞ機付,313265637,Moma,,Shinjuku Ku,35.71229,139.68186,Entire home/apt,15509,30,0,,,2,201
42972087,"201New house 6mins to Ikebukuro STa, Central Tokyo",229335205,微,,Toshima Ku,35.74154,139.71732,Entire home/apt,34967,12,0,,,16,91
42972222,"3+东京中心-池袋超级商圈,全新高品质,北池袋站步行2分,交通便利,乘车7分到新宿,16分到涉谷银座",229335205,微,,Toshima Ku,35.74007,139.71657,Entire home/apt,19951,25,0,,,16,91
42972972,"Ikebukuro-3F池袋商圈高品质两室一厅,超级商圈,交通枢纽九条线路全东京覆盖,直达机场!",212333651,ViVi,,Toshima Ku,35.73913,139.70729,Entire home/apt,19951,6,0,,,29,90
42973115,4mins Sta in Ueno Area Free wifi 5ppl,212333651,ViVi,,Taito Ku,35.70906,139.77884,Entire home/apt,40008,6,0,,,29,94
42973185,4mins Sta in Ueno Area Free wifi 5ppl,212333651,ViVi,,Taito Ku,35.70784,139.77674,Entire home/apt,40002,6,0,,,29,0
42973239,4mins Sta in Ueno Area Free wifi 4ppl,212333651,ViVi,,Taito Ku,35.70766,139.77856,Entire home/apt,40008,13,0,,,29,123
42976738,Cozy room / Direct access Shinjuk (Website hidden by Airbnb) Y2,22880791,Suzu,,Shinjuku Ku,35.68625,139.72435,Entire home/apt,11017,2,0,,,3,94
42976778,Cozy room / Direct access Shinjuk (Website hidden by Airbnb) Y3,22880791,Suzu,,Shinjuku Ku,35.68594,139.7224,Entire home/apt,11048,2,1,2020-04-14,1,3,55
42977501,[New open] #608 Kameari Sta. pocket wifi,238189788,SC Group,,Katsushika Ku,35.76166,139.85095,Entire home/apt,3957,1,1,2020-04-27,1,11,83
42980132,"New house 6mins to Ikebukuro STa, Central TKY",212333651,ViVi,,Toshima Ku,35.73737,139.70654,Entire home/apt,17484,12,0,,,29,166
42980198,"New house 6mins to Ikebukuro STa, Central TKY",212333651,ViVi,,Toshima Ku,35.73607,139.70635,Entire home/apt,15017,12,0,,,29,168
42980251,"New house 6mins to Ikebukuro STa, Central TKY",212333651,ViVi,,Toshima Ku,35.73702,139.70697,Entire home/apt,13193,6,0,,,29,162
42980289,"New house 6mins to Ikebukuro STa, Central TKY",212333651,ViVi,,Toshima Ku,35.73683,139.70757,Entire home/apt,12979,6,0,,,29,59
42984411,台東区/浅草橋駅近く/男女共用ﾄﾞﾐﾄﾘｰﾎｽﾃﾙ/最大10名宿泊可能/貸切利用も相談可,342242070,Bnb,,Taito Ku,35.69849,139.78466,Shared room,2781,1,0,,,1,149
42984480,【MONTHLY】3LDK･2FLOOR NEAR TAKAO! 6PPL FREE PARKING,312455868,Andplace,,Hino Shi,35.65356,139.40735,Entire home/apt,9947,30,0,,,2,363
42984873,新築/成田羽田から電車乗換なし/駅徒歩2分/ﾃﾚﾜｰｸ/WiFi/除菌/ﾌﾟﾛｼﾞｪｸﾀ-/浅草徒歩9分,226312103,Tomoko,,Sumida Ku,35.7072,139.8041,Private room,99967,2,0,,,1,60
42986787,梅302;OPEN SALE 20%OFF;池袋ﾏﾝｼｮﾝ1DK貸し切り;交通便利,189502014,雲逸,,Toshima Ku,35.73695,139.70812,Entire home/apt,8045,2,2,2020-04-02,2,17,160
42987501,DIRECT access to HANEDA & CENTRAL TOKYO 13 min!,341756582,Plays,,Ota Ku,35.55292,139.70813,Entire home/apt,17969,2,0,,,1,171
42989555,"3-floor house, Shijuku/Shibuya/Akihabara directly",279064316,Na,,Shibuya Ku,35.6811,139.67627,Entire home/apt,15017,2,0,,,53,126
42989575,2【海外帰国者歓迎】羽田空港送迎あり 品川駅･横浜駅に乗換なしでｱｸｾｽ可｡京急蒲田駅から徒歩5分｡,41891471,Hiroki,,Ota Ku,35.56288,139.7261,Entire home/apt,2995,1,0,,,12,342
42989586,NewOPEN‼ShinOkubo / Shinjuku / Wi-Fi / Max4ppl/205,338690400,新井,,Shinjuku Ku,35.7016,139.70505,Entire home/apt,9975,1,0,,,3,84
42989633,4【海外帰国者歓迎】羽田空港送迎あり 品川駅･横浜駅に乗換なしでｱｸｾｽ可｡京急蒲田駅から徒歩5分｡,41891471,Hiroki,,Ota Ku,35.56399,139.72721,Entire home/apt,2995,1,1,2020-04-19,1,12,169
42989666,6【海外帰国者歓迎】羽田空港送迎あり 品川駅･横浜駅に乗換なしでｱｸｾｽ可｡京急蒲田駅から徒歩5分｡,41891471,Hiroki,,Ota Ku,35.56292,139.72698,Entire home/apt,2995,1,0,,,12,165
42989698,8【海外帰国者歓迎】羽田空港送迎あり 品川駅･横浜駅に乗換なしでｱｸｾｽ可｡京急蒲田駅から徒歩5分｡,41891471,Hiroki,,Ota Ku,35.56419,139.72774,Entire home/apt,2995,1,0,,,12,12
42989725,B3  JR各線池袋站6分钟两双床便利公寓,120696887,Danyang,,Toshima Ku,35.73451,139.71441,Entire home/apt,6650,1,0,,,5,91
42989729,9【海外帰国者歓迎】羽田空港送迎あり 品川駅･横浜駅に乗換なしでｱｸｾｽ可｡京急蒲田駅から徒歩5分｡,41891471,Hiroki,,Ota Ku,35.56383,139.7277,Entire home/apt,2995,1,0,,,12,355
42989779,B2  JR各線池袋站6分钟两双床便利公寓,120696887,Danyang,,Toshima Ku,35.73526,139.7143,Entire home/apt,6650,1,0,,,5,91
42989859,A1  JR各線池袋站6分钟两双床便利公寓,120696887,Danyang,,Toshima Ku,35.73582,139.71252,Entire home/apt,6650,1,0,,,5,91
42989874,NewOPEN‼ShinOkubo / Shinjuku / Wi-Fi / Max4ppl/302,338690400,新井,,Shinjuku Ku,35.70183,139.70452,Entire home/apt,9975,1,0,,,3,84
42990129,H1)15 minutes on foot from Umejima! Free WIFI,258117470,Koma,,Adachi Ku,35.76807,139.78751,Entire home/apt,11979,1,0,,,13,248
42990139,A3  JR各線池袋站6分钟两双床便利公寓,120696887,Danyang,,Toshima Ku,35.73476,139.71317,Entire home/apt,6650,30,0,,,5,91
42990622,N3)일본 관광의 중심 아사쿠사에 위치한 모던 아파트,258117470,Koma,,Sumida Ku,35.70693,139.79857,Entire home/apt,8045,1,0,,,13,365
42991231,【MONTHLY】64㎡ 3LDK! YAGUCHINOWATASHI 7MIN! HANEDA!!,269966399,Plays,,Ota Ku,35.56529,139.70433,Entire home/apt,11979,30,0,,,11,357
42991579,【MONTHLY】#301 DIRECT SHINAGAWA! OMORIMACHI 6MIN 3P,331238085,Miwa,,Ota Ku,35.57557,139.7353,Entire home/apt,6952,30,0,,,4,339
42991924,"1 on foot Magome Sta., ""RC"" new building,新築物件#101",55852804,Kanju,,Ota Ku,35.59712,139.71257,Entire home/apt,9947,3,0,,,36,318
42991944,[New opening 2020] Women-only hotel!Cnter of TOKYO,35183712,Kaguya,,Taito Ku,35.71275,139.79616,Shared room,3003,1,1,2020-04-06,1,4,364
42992042,江户川小岩民宿,65214293,Qiaoling,,Edogawa Ku,35.73896,139.88042,Private room,5027,2,0,,,2,38
42992082,【MONTHLY】DIRECT SHINAGAWA! OMORIMACHI 6MIN 4PPL,331238085,Miwa,,Ota Ku,35.57557,139.73386,Entire home/apt,6952,30,0,,,4,363
42992257,House for up to 8 people Ikebukuro area/Free Wi-Fi,207047079,Nao,,Toshima Ku,35.74141,139.7082,Entire home/apt,99967,2,0,,,7,312
42992293,"1 on foot Magome Sta., ""RC"" new building,新築物件#102",55852804,Kanju,,Ota Ku,35.59926,139.71193,Entire home/apt,9947,3,0,,,36,365
42992480,"1 on foot Magome Sta., ""RC"" new building,新築物件#103",55852804,Kanju,,Ota Ku,35.59922,139.71286,Entire home/apt,9947,3,0,,,36,365
42992590,"1 on foot Magome Sta., ""RC"" new building,新築物件#201",55852804,Kanju,,Ota Ku,35.59899,139.71335,Entire home/apt,9947,3,0,,,36,365
42992701,"1 on foot Magome Sta., ""RC"" new building,新築物件#202",55852804,Kanju,,Ota Ku,35.59902,139.71292,Entire home/apt,9947,3,0,,,36,365
42992768,"1 on foot Magome Sta., ""RC"" new building,新築物件#203",55852804,Kanju,,Ota Ku,35.59707,139.71184,Entire home/apt,9947,3,0,,,36,365
42994570,新築#301/成田･羽田から電車乗換なし/最寄駅2分/浅草･ｽｶｲﾂﾘｰ徒歩圏/観光に便利/Wifi,219181653,Rie,,Sumida Ku,35.70803,139.80438,Entire home/apt,6972,2,1,2020-04-25,1,5,294
42994611,LuxryBigHouse/TokyoDisney/DirectNaritaAirport/13P,341662800,Akira,,Edogawa Ku,35.66588,139.85708,Entire home/apt,20857,1,0,,,1,90
42998547,高速光Wifi/駅2分/新築/眺めのいい部屋/浅草徒歩10分/ｽｶｲﾂﾘｰ徒歩7分/高速wifi,201334932,Saki,,Sumida Ku,35.70624,139.80449,Entire home/apt,3754,1,0,,,6,152
43002377,徒步直达秋叶原上野 站 机场直达 内饰全新 固定网络 最大8人 独立入口,254794184,Aoi,,Taito Ku,35.70292,139.77817,Entire home/apt,15231,2,0,,,11,91
43002593,徒步直达秋叶原上野 站 机场直达 内饰全新 固定网络 最大8人,254794184,Aoi,,Taito Ku,35.70474,139.77815,Entire home/apt,11155,2,0,,,11,181
43002688,4楼秋叶原上野,254794184,Aoi,,Taito Ku,35.70499,139.77859,Entire home/apt,8152,2,0,,,11,97
43002782,1和2楼 秋叶原上野,254794184,Aoi,,Taito Ku,35.70445,139.77835,Entire home/apt,18234,2,0,,,11,181
43003166,ENGAWA*New Apt. Japanese Modern house *Licensed*,179911926,Ayumi,,Nakano Ku,35.71157,139.66677,Entire home/apt,26953,1,0,,,10,87
43003969,KITA SHINJUKU weetie Home Freewifi YoS-2,342352750,Mei,,Shinjuku Ku,35.69856,139.6951,Entire home/apt,12979,1,0,,,10,155
43004143,新築駅徒歩2分⤴︎ｶﾞｰﾘｰｲﾝｽﾀ映えﾙｰﾑ★高速WiFi★ﾃﾚﾜｰｸ対応★ｸｲｰﾝｻｲｽﾞ ★1,151987255,Kiki,,Sumida Ku,35.70786,139.80363,Entire home/apt,7830,2,0,,,2,150
43006448,JR･東京ﾒﾄﾛ新宿駅至近!お洒落な3階一戸建て!最大9名可能!歌舞伎町徒歩3分!JR新宿駅徒歩7分,330330115,Masahiro,,Shinjuku Ku,35.69517,139.71049,Entire home/apt,19951,7,4,2020-04-12,4,1,364
43013511,Shinjuku 1stop/FreeWiFi/4mins to Sta./Long stay,270972192,J,,Shinjuku Ku,35.70182,139.70321,Entire home/apt,5685,30,0,,,3,186
43014027,tokyo relaxing small studio,303291543,Yuki&Dai&Toshi,,Sumida Ku,35.69917,139.8188,Entire home/apt,49949,30,0,,,2,163
43014935,新築駅徒歩2分⤴︎ｽﾀｲﾘｯｼｭな和ﾓﾀﾞﾝのお部屋★高速WiFi★ﾃﾚﾜｰｸ対応★空港直通★201,151987255,Kiki,,Sumida Ku,35.70842,139.80257,Entire home/apt,6543,2,0,,,2,84
43016278,NEW OPEN! Hideaway house/Max 12 ppl/ Hikifune,287960657,新井,,Sumida Ku,35.7174,139.8245,Entire home/apt,30033,1,0,,,3,179
43016396,東京ﾄﾞｰﾑ前/水道橋駅近く/男女共用ﾄﾞﾐﾄﾘｰﾎｽﾃﾙ/最大18名宿泊可能/貸切利用も相談可,342243707,Bnbplus,,Bunkyo Ku,35.70461,139.75644,Shared room,2781,1,0,,,1,179
43017629,ﾎﾃﾙ ｻﾝｸﾘｽﾀｰ202JR王子駅6分1Kﾏﾝｼｮﾝ!地下鉄5分!ﾄｲﾚﾊﾞｽ別置!環境良好!,335070394,章男,,Kita Ku,35.75703,139.73955,Entire home/apt,2995,2,0,,,2,12
43022596,Shinjuku 1stop/Quiet area/4min to Sta./FreeWiFi,270972192,J,,Shinjuku Ku,35.70005,139.70443,Entire home/apt,6650,30,0,,,3,85
43025599,东京圈新宿山手线 大久保5分钟超人气奢房三层独栋市中心罕见3间卧室/2个卫生间,338903973,Brooke,,Shinjuku Ku,35.70337,139.70276,Entire home/apt,49984,2,0,,,1,61
43026990,"【NEWOPEN】""HAKUBUTSUKAN"" LIGHT/DARK AESTHETIC SPACE",342043357,Ryo,,Edogawa Ku,35.68126,139.86211,Entire home/apt,14011,1,0,,,1,179
